"Province","Sex","age4","nd","hatNd","lab1mean","lab2mean","lab3mean","lab1meanvar","lab2meanvar","lab3meanvar","lab1cv","lab2cv","lab3cv","covarlab12","UNEMPRate","vrate","cvrate"
41,1,"1",1161,433557,0.615127168976628,0.182308208609249,0.202564622414123,0.000241235959693694,0.00017009628652448,0.000144055346898765,0.0252496936736201,0.0715387244867687,0.0592517378216991,-0.000133638449659704,22.8618159832789,2.53113490737656,0.0695900136848355
42,1,"1",216,17941.55,0.645805964367627,0.088376422326945,0.265817613305428,0.00120213175121332,0.000496052374982783,0.000966295130878981,0.053687599046604,0.252015556716708,0.11694216807872,-0.000365944497658563,12.0373934227478,8.88143910772049,0.247576384452245
43,1,"1",446,182388.33,0.683986195827332,0.129102777573543,0.186911026599125,0.00055063484082416,0.000289700239019219,0.000365393702036091,0.0343071393702081,0.131837464110535,0.102269375962332,-0.000237470688903644,15.8780627701234,4.27046380046141,0.130148751975315
44,1,"1",249,27281.17,0.704603578218969,0.0627748003476391,0.232621621433392,0.0009521829583303,0.000261468108947963,0.000791959157830542,0.0437940750079929,0.257587048464522,0.120976583107493,-0.000210845954723861,8.18042338707751,4.38952263477211,0.256113732107317
45,1,"1",499,161772.19,0.725561173400694,0.0853198562744313,0.189118970324875,0.000491938343570485,0.000193629526673209,0.00036956539872002,0.0305690049841839,0.163093133440672,0.101650742847313,-0.000158001235761837,10.5218710454497,2.89300894030919,0.16165230925807
46,1,"1",1085,561261.26,0.652346484772528,0.111700191101734,0.235953324125738,0.000249566594857459,0.000118463132757555,0.000189026566883027,0.0242166965721791,0.0974400931719809,0.0582686992440199,-8.95015803659936e-05,14.6195506935386,1.95343451564605,0.0956016533293503
47,1,"1",422,103979.17,0.713676498860301,0.119317647948142,0.167005853191558,0.000563443796244394,0.000308548961214897,0.000349860186581838,0.0332601271331524,0.147216795656243,0.111999367282022,-0.000261066285438727,14.3239479419272,4.35413578993344,0.145676081351117
48,1,"1",466,223610.23,0.655394343988645,0.106191429613931,0.238414226397424,0.000545205336929961,0.00024502106157688,0.000432237385092979,0.0356268446527096,0.147405008787837,0.087202512276655,-0.000178994506706931,13.9434628763622,4.05183841768146,0.144362839010749
49,1,"1",164,30162.69,0.71880226863055,0.0648483275198598,0.21634940384959,0.00135717590374986,0.00038746774142114,0.00113147507559281,0.0512517419713568,0.303542142906082,0.155477229426845,-0.000306584284789098,8.27515832163205,6.21762387577814,0.301325517983102
50,1,"1",652,203388.69,0.717192239155481,0.0986066137699201,0.184201147074599,0.00034704638185876,0.000178458209161039,0.000222113313798945,0.0259751568768412,0.13547595471299,0.0809086519788401,-0.000151695638610427,12.0871233658056,2.63300212210225,0.134246400472803
51,1,"1",103,16027.1,0.477604182915187,0.243013396060423,0.27938242102439,0.00322551123472751,0.00227618807407854,0.00245481114276502,0.118913498838661,0.196324209360899,0.177341332166033,-0.00152344408302052,33.722934764633,39.4320049957032,0.186208313920257
52,1,"1",113,20566.09,0.574637668122623,0.142541922164106,0.282820409713271,0.00257723382369232,0.00121767932906212,0.00203654977310679,0.0883451719040548,0.244807013562382,0.159564680609153,-0.000879181689823831,19.8753456030612,22.6223708580555,0.239306430957495
1,6,"1",289,65752.6,0.658128956117325,0.0996847272959548,0.24218631658672,0.000862674605695987,0.000353756682264835,0.000706526997183809,0.0446285223777447,0.188679058719265,0.109752590221349,-0.000254952145388507,13.1542527507505,5.92023221493294,0.184970805839753
2,6,"1",301,81666.59,0.520007998374856,0.164115215291835,0.31587678633331,0.000980566740240209,0.000589336420006972,0.000796910938244809,0.0602183089509967,0.14792200795576,0.0893690585686707,-0.000386496111001186,23.989131199368,11.4925091864972,0.141316512185437
3,6,"1",481,397588.86,0.538290232779661,0.152866757886526,0.308843009333813,0.00060249124742384,0.000320338661729374,0.000518292085026953,0.045599373036564,0.117082402004191,0.0737139209915863,-0.000202268912063131,22.1175159842024,6.14330654749275,0.112063644833552
4,6,"1",363,159275.95,0.551758567442228,0.132220087213418,0.316021345344354,0.00100132541061677,0.000516848215167028,0.000889710596968702,0.0573506749353663,0.171942830255675,0.0943860831541541,-0.000314231514407549,19.3310253636475,10.0840719055918,0.16427182281576
5,6,"1",222,28983.43,0.508154141866577,0.166819110091525,0.325026748041898,0.00130747501021121,0.00078774569429608,0.00111039469523274,0.0711575896604631,0.168246957327159,0.10252259410379,-0.000492413004637277,24.7149216072758,15.5752075608988,0.159682632681343
6,6,"1",559,140333.65,0.508911583216142,0.190920566806322,0.300167849977536,0.000510585869344966,0.000330116500423439,0.00042288493650531,0.0444009292943884,0.0951657996525965,0.068508890353211,-0.000208908716631548,27.2809082578149,6.03261633060216,0.0900314049910096
7,6,"1",748,288740.32,0.533169250487774,0.168660996150451,0.298169753361775,0.000530615744074883,0.000326729306722533,0.000475509903211467,0.0432041008933017,0.107171518589063,0.0731334728492291,-0.000190917573792975,24.0315941010435,5.8655198802557,0.100779146385237
8,6,"1",1413,1251104.96,0.658484033186153,0.126831181294334,0.214684785519514,0.000181252504185625,9.01948855568231e-05,0.000133218613471895,0.0204454540157823,0.0748798418489394,0.0537627143496666,-6.91143881352764e-05,16.150353253787,1.40842734303186,0.073482715656947
9,6,"1",310,66327.34,0.681659780114806,0.0938205874078472,0.224519632477346,0.000871941504483162,0.000317374172768116,0.000720090983959108,0.0433187588752921,0.189883681463259,0.119519664121697,-0.000234612346646085,12.0983833165972,5.11978688733195,0.187024542734677
10,6,"1",373,73787.39,0.457682403456742,0.209362466947266,0.332955129595992,0.000798289821272724,0.000568317267012907,0.000708605884057388,0.0617328149072317,0.113866664393512,0.0799496684357589,-0.000329000602114122,31.386564268227,10.9652295597327,0.105503067239228
11,6,"1",550,276979.71,0.399201876556229,0.230570607500456,0.370227515943316,0.00050448612449701,0.000371707646859452,0.000500476410465946,0.0562641858250158,0.0836174278206396,0.0604258979603621,-0.000187858680445258,36.6117309564294,7.66922862797303,0.0756407071130123
12,6,"1",583,120801.7,0.557707548817608,0.144355915521056,0.297936535661336,0.000510083361228094,0.000274631839366486,0.000428623898294968,0.0404961797672517,0.114799727558639,0.0694887384648859,-0.000178045651149806,20.5616618516159,5.13364517968043,0.110193178796018
13,6,"1",572,101790.64,0.49775617876064,0.217834861830125,0.284408959409234,0.000525550975228008,0.000381916319393035,0.000426487223401992,0.0460564822001062,0.0897132776090015,0.0726122240875442,-0.000240490035609526,30.4412505850113,6.5485849382325,0.0840642305788981
14,6,"1",485,162250.79,0.511038744403032,0.188511316339353,0.300449939257615,0.000574902547262653,0.000383486692054639,0.000453494225157557,0.0469184103221446,0.103881382956136,0.0708783762884366,-0.000252447507079867,26.9475091088262,7.06610962990886,0.0986442007137516
15,6,"1",1126,222070.16,0.599190724228775,0.112148701113198,0.288660574658027,0.000240914544496068,0.000110193615110292,0.000202006098460809,0.0259039759598294,0.0936017497988997,0.0492373610835948,-7.45510305727755e-05,15.7658492019169,2.05484645308509,0.0909226990368392
16,6,"1",249,39752.29,0.514674500513052,0.138316559876173,0.347008939610775,0.0013054445181626,0.000707527923980546,0.00115308058156162,0.0702015268171861,0.192308116137959,0.0978563845464048,-0.000429945930290762,21.1819989991482,15.048621067839,0.183139241056608
17,6,"1",513,167582.29,0.644990529727216,0.13289059363015,0.222118876642633,0.000524453966587738,0.000283576893512202,0.00038119590559052,0.035505885580568,0.126718837141423,0.0878999534837253,-0.000213417477254711,17.0836635110245,4.47415281514135,0.123815323856236
18,6,"1",649,199494.23,0.509638850206344,0.155533621197966,0.334827528595689,0.000441666417678891,0.000228452464033361,0.000378597221549099,0.0412367720577356,0.0971792716558931,0.0581122316793892,-0.000145760830081576,23.3824500989351,4.75712709801742,0.0932786734534803
19,6,"1",339,59379.11,0.596051203866141,0.113174650142112,0.290774145991747,0.0010356299391431,0.000437320115980297,0.000893915269806324,0.0539906715077159,0.184778129594053,0.102823501515611,-0.000289517392658538,15.9574907629912,8.20895866139724,0.179547529015161
20,6,"1",421,140408.66,0.680152207135942,0.0878236427867056,0.232024150077353,0.00057769154057393,0.000248053270753141,0.000450453617107376,0.035337993969161,0.179333337875335,0.0914727738176584,-0.000187645597109848,11.4357297557666,4.07143665044461,0.176445244199972
21,6,"1",289,118242,0.459010588454187,0.176793863432621,0.364195548113192,0.00106162399084647,0.000608663704145868,0.000966522769973437,0.0709843578943978,0.139547325007389,0.0853633425326241,-0.000351882462509453,27.8063267578528,13.372794062641,0.13151262802326
22,6,"1",231,42862.57,0.615195962351301,0.077718858201923,0.307085179446776,0.00124193359974499,0.000445323006905484,0.00108313229836365,0.0572843133841168,0.271525833074114,0.107172138386477,-0.000302062154143411,11.2162210847031,8.88949767069554,0.26582269032934
23,6,"1",512,128431.74,0.439566963742763,0.170337176775772,0.390095859481465,0.000549257249125553,0.000311252468303018,0.000536928888195961,0.0533166499770918,0.103573095740945,0.0594000820262217,-0.000161790414616306,27.928516214196,7.24893121971878,0.0964026841987402
24,6,"1",355,82088.13,0.53878264738154,0.119105405373469,0.342111947244991,0.000779193674131632,0.000309160884773612,0.000708861496748864,0.0518094651746612,0.14762530204319,0.0778238035805969,-0.00018974653107819,18.1042055520991,6.6808109739116,0.142769395325187
25,6,"1",235,89997.09,0.661552056849838,0.142944177417292,0.19550376573287,0.00118076503605499,0.000731265954421542,0.000788919377820445,0.0519418864242591,0.189178251610676,0.143668376696607,-0.000561555806328043,17.7681599153176,10.7516800484629,0.184542207676978
26,6,"1",528,65446.75,0.59915610782812,0.128620290541547,0.272223601630333,0.000548816475548026,0.00030935641051533,0.000417069404573244,0.0390997138774397,0.136747713587681,0.0750202298475851,-0.000220551740745056,17.6730505179443,5.49399355718933,0.13262718565803
27,6,"1",434,59510.36,0.665124190141011,0.0821835055274409,0.252692304331548,0.000548706274006127,0.000191711077007178,0.000455776620593026,0.0352182052259894,0.168476348582629,0.0844858555160872,-0.000142320365210139,10.9972780962639,3.3369810450569,0.16610842575873
28,6,"1",1821,1538453.86,0.664840686219865,0.114415241546471,0.220744072233665,0.000146387204897978,6.68177538938374e-05,0.000112476973555619,0.0181984319969366,0.0714433901287041,0.0480443985559197,-5.03639926180984e-05,14.6826270381325,1.06071503175037,0.0701448182943468
29,6,"1",456,373607.51,0.519690115436919,0.194459501095147,0.285850383467934,0.000683817236397989,0.000478625718982595,0.000542683324789279,0.0503182542452928,0.112504229240302,0.0814956558911543,-0.000309879815295653,27.2295183801188,8.37171177006597,0.106259354643288
30,6,"1",945,337955.39,0.528455752695644,0.144415539577576,0.32712870772678,0.000313767707217217,0.000164757481435332,0.000274428667497638,0.0335193425817929,0.0888809412240109,0.0506402779115704,-0.000102048260577455,21.4625800262163,3.32366371444773,0.0849428073724763
31,6,"1",609,137158.22,0.621120119523278,0.0920431163367387,0.286836764139984,0.000505280730805103,0.000190362835758428,0.000439691092737345,0.0361901823146615,0.149899356519004,0.0731036429220857,-0.000127976236913092,12.9063181763348,3.57024450371072,0.146401865999946
32,6,"1",422,53958.59,0.616684387045696,0.0928732570662058,0.290442355888099,0.000654460128109514,0.000291968807275386,0.000535621120700251,0.041483810644691,0.183982938662417,0.079683590713588,-0.000205403907342324,13.0888952908749,5.5312751918079,0.179684096230017
33,6,"1",753,191190.78,0.570470343810512,0.138865012214501,0.290664643974987,0.000381912543535867,0.000205808859377186,0.000315087404630411,0.0342569653947265,0.103309247024867,0.0610693522344924,-0.000136316999141321,19.5767786047879,3.78959630437165,0.0994386557499402
34,6,"1",216,29052.99,0.643304527348132,0.0841352301432658,0.272560242508602,0.0012046623241716,0.000425753535102388,0.0010404779206875,0.053953056897242,0.245245611260884,0.118346093659631,-0.000294968969293243,11.5659378356511,7.73702710255554,0.240495085128358
35,6,"1",643,272456,0.503214941128109,0.191348291100214,0.305436767771677,0.000617361302131687,0.000387782141134906,0.000549416134125733,0.0493760306773327,0.10291278098068,0.0767413419231294,-0.00022786365457043,27.5494414650087,7.07618524632434,0.0965576746741511
36,6,"1",1206,194104.1,0.582452817843621,0.127950002086509,0.28959718006987,0.000228629303816123,0.000112623862575171,0.000188644307472547,0.0259600303746657,0.0829420779698599,0.0474272041501897,-7.63044294593734e-05,18.0109085292051,2.09364486142871,0.0803370512758761
37,6,"1",256,60549.74,0.559051285769353,0.176512236055844,0.264436478174803,0.00108294290043908,0.000669109259055866,0.000803552551473158,0.0588641840775139,0.146545910380492,0.107197776602823,-0.000474249804010895,23.9968718973249,11.4935260603203,0.141277177348845
38,6,"1",611,250247.61,0.503660394598774,0.207039220074869,0.289300385326357,0.000692433560007935,0.000492867221975634,0.000580985655127717,0.0522457842764837,0.107229022071592,0.0833170131957089,-0.000302157563427926,29.1317479002634,8.53423347885401,0.100280321358564
39,6,"1",586,117023.03,0.609340058961044,0.105582892529787,0.28507704850917,0.000476794504546247,0.000184071038651663,0.00040973083807596,0.0358348747053386,0.128498830709468,0.0710046959795839,-0.000125567352560974,14.7684295642788,3.43811947058243,0.125552731586686
40,6,"1",210,29139.62,0.617888977275613,0.0862348239270107,0.295876198797376,0.00133159284603396,0.000529677608081542,0.00114892598355871,0.0590575299488084,0.266884361192337,0.114560788755108,-0.000356172235278396,12.247111059124,10.1738926375473,0.260441338717491
41,6,"1",1182,437545.02,0.502676844545048,0.201419524783987,0.295903630670965,0.000255866769601059,0.000176501433329167,0.000206467200929153,0.0318213106129285,0.0659587704507777,0.0485596157088938,-0.000112950501000536,28.6068120157939,3.16767203736709,0.0622157933356909
42,6,"1",213,16162.54,0.633167187830626,0.0966828233681092,0.270149988801265,0.00124761530652593,0.000511669885760787,0.00104672042025463,0.0557855791956943,0.233962150366995,0.11975961592524,-0.000356282386016041,13.2469441508007,9.17753157152558,0.228690033583352
43,6,"1",427,171926.12,0.5845665568443,0.11708645550775,0.29834698764795,0.00068795533000626,0.000297510809671914,0.000611218572329265,0.0448689755897193,0.147314235363512,0.0828660454498639,-0.000187123783674455,16.6872305037582,5.64047106349858,0.142322453780422
44,6,"1",255,25051.92,0.564939533576668,0.116248175788522,0.31881229063481,0.00115061568038449,0.000471693745699395,0.00102426869724428,0.0600431097434966,0.186828837898001,0.100385709896372,-0.000299020364419799,17.0655128080417,9.53820214448728,0.180973055115026
45,6,"1",490,149062.6,0.526694623601091,0.174637232947768,0.298668143451141,0.000675165951820316,0.000445181462651635,0.000540752242326599,0.0493340058872691,0.120818014535257,0.0778592582838937,-0.000289797586072676,24.9007985758881,8.15927176065445,0.1147129435422
46,6,"1",1129,551800.43,0.588467337729331,0.129150171195046,0.282382491075623,0.000261682528620365,0.00012600622379077,0.00022244489664138,0.0274893835610851,0.0869162563448786,0.0528169669805458,-8.26219278848774e-05,17.9970763796757,2.28351498560185,0.0839653249764381
47,6,"1",400,102871.05,0.635564719131379,0.104745504201619,0.259689776667002,0.00072915052407926,0.000305346483029244,0.000615291364285194,0.0424862905794686,0.166824975395272,0.0955180740227735,-0.000209602821411655,14.1488663671343,5.30181277848429,0.162738590044282
48,6,"1",487,223649.11,0.604750092678661,0.0898868321005167,0.305363075220822,0.000537054139263027,0.000180723125554528,0.000480231520095736,0.038320669718703,0.149558392893193,0.0717643590224839,-0.000118772872360909,12.9401171884278,3.5797771334358,0.146214278437775
49,6,"1",182,28832.47,0.543336037460544,0.160071960536159,0.296592002003297,0.00159472047568681,0.00106041220378758,0.00126099610870031,0.0734977042983123,0.20343332359501,0.119728471363013,-0.000697068285387036,22.7566307167451,19.4094255711009,0.193596891247006
50,6,"1",661,200503.09,0.615628666869922,0.140880771463422,0.243490561666656,0.000429667585844123,0.000239109212737232,0.000318855439987107,0.0336703368477515,0.109760590192999,0.0733355889248955,-0.000174960679297124,18.6224737359252,3.95373648791749,0.106774240253335
51,6,"1",128,17091.03,0.366660172031762,0.267636883207156,0.365702944761082,0.00236036502590053,0.00225065416658406,0.00254654835428873,0.132503041606925,0.177259050972901,0.137989965507575,-0.00103223541909793,42.1942496810657,41.6527062856704,0.152956643035654
52,6,"1",137,20419.65,0.457049459711601,0.189727541853068,0.353222998435331,0.00242585563681733,0.00134036469424444,0.00231571928558203,0.107762901523758,0.192966140196399,0.136236658608236,-0.000725250522739871,29.3343055479838,28.1782453824856,0.180959406021297
1,1,"2",101,24539.38,0.861544994209308,0.0397438729095845,0.0987111328811078,0.00132044261384941,0.000405342648430114,0.00100583644988317,0.0421775940380342,0.506571747854557,0.321290251591293,-0.000359974406198178,4.4096709012541,4.9647495031151,0.505292080705309
2,1,"2",150,33798.29,0.773841812707093,0.0426003800784004,0.183557807214507,0.00174239968419176,0.000260104210535262,0.00161897254070207,0.0539413361308878,0.378582223320644,0.219203195251682,-0.000191765677012472,5.21780726851692,3.86122039211977,0.376594750704458
3,1,"2",199,136054.58,0.7042128975004,0.149993480557582,0.145793621942018,0.00118719710613876,0.000767217461330925,0.000667102012068839,0.0489279973090395,0.184665963506067,0.177156707421633,-0.000643656277700425,17.5593959973219,10.2017991025508,0.181898371278395
4,1,"2",118,52065.63,0.804220365719189,0.0674779120122046,0.128301722268606,0.0015652496829516,0.000593894619444356,0.00107554237949728,0.0491945220414315,0.361154524243737,0.255612023037527,-0.000541800961449339,7.74097112911783,7.79454227497986,0.360661563218667
5,1,"2",107,12099.88,0.775764718327785,0.0822933781161466,0.141941903556068,0.00177598704116346,0.000837599821982788,0.0011599794581224,0.0543237662988592,0.351684637686438,0.239946557796567,-0.000726803702511924,9.59065341346895,11.2326228542545,0.349455911784769
6,1,"2",222,51853.89,0.671169511101289,0.11273831143623,0.216092177462482,0.00109698550833752,0.000462785208023701,0.00086094660323521,0.0493478488016139,0.190817503149146,0.135784145239554,-0.000349412056563008,14.3815775522299,7.29005837069824,0.187740934508835
